ABC #,ABC 6,Product Description,NDC,Account #,Account Name,Contract Abbrev Name,Customer PO #,Invoice #,Invoice Date,Order Qty,Shipped Qty,Non-Merchandise,Tax Amount,Invoice Ext Amt,Total Ext Cost,Invoice Price
10000653,6630,SODIUM CHLORIDE 0.9% IV BAG 14X1000 ML,338004904,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,03312022-wh1,3092486752,5/11/2022,1,1,0,0,51.8,51.8,51.8
10001726,16311,PROCAINAMIDE 100 MG/ML VL 25X10 ML,409190201,100106942,SCRIPPS CTRL PHCY PROD CTR,,100223trays,3149207061,10/3/2023,1,1,0,0,2028.72,2028.72,2028.72
10001726,16311,PROCAINAMIDE 100 MG/ML VL 25X10 ML,409190201,100106942,SCRIPPS CTRL PHCY PROD CTR,,100923trays,3149929700,10/10/2023,1,1,0,0,2028.72,2028.72,2028.72
10001726,16311,PROCAINAMIDE 100 MG/ML VL 25X10 ML,409190201,100106942,SCRIPPS CTRL PHCY PROD CTR,,2018898,3118526721,1/5/2023,1,1,0,0,2025.43,2025.43,2025.43
10001906,18275,DEXTROSE-WATER 5% BAG 24X500 ML,264751010,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,012423jc1,3120942360,1/25/2023,1,1,0,0,61.74,61.74,61.74
10001906,18275,DEXTROSE-WATER 5% BAG 24X500 ML,264751010,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,042623jc,3131581667,4/28/2023,1,1,0,0,61.74,61.74,61.74
10002121,20313,LABETALOL HCL 100 MG-20 ML MDV 20 ML,409226720,100106942,SCRIPPS CTRL PHCY PROD CTR,,083123JC,3145621187,9/1/2023,5,5,0,0,18.35,18.35,3.67
10002121,20313,LABETALOL HCL 100 MG-20 ML MDV 20 ML,409226720,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,2018898,3100393336,7/25/2022,1,1,0,0,2.99,2.99,2.99
10005125,45462,GNP LORATADIN 24HR 10 MG TAB 30,24385047199,100106942,SCRIPPS CTRL PHCY PROD CTR,,110923jc,3153735990,11/10/2023,1,1,0,0,1.47,1.47,1.47
10005320,47118,BAND AID FLEXIBLE FABRIC 1SZ 30CT,8137004431,100106942,SCRIPPS CTRL PHCY PROD CTR,,101022jc,3108787760,10/11/2022,1,1,0,0.22,2.88,3.1,2.88
10005349,47316,BAND AID COMFORT-FLEX SHEER ONE SZ 40CT,8137004666,100106942,SCRIPPS CTRL PHCY PROD CTR,,101022jc,3108787760,10/11/2022,1,1,0,0.16,2.07,2.23,2.07
10005349,47316,BAND AID COMFORT-FLEX SHEER ONE SZ 40CT,8137004666,100106942,SCRIPPS CTRL PHCY PROD CTR,,110923jc,3153735990,11/10/2023,2,2,0,0.35,4.5,4.85,2.25
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,010523jc,3118700723,1/6/2023,2,2,0,0,64.94,64.94,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,011223jc1,3119576368,1/13/2023,10,10,0,0,324.7,324.7,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,021723jc,3124050687,2/21/2023,10,10,0,0,324.7,324.7,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,022824jc,3166311318,2/29/2024,6,6,0,0,194.82,194.82,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,040124jc,3170057133,4/2/2024,6,6,0,0,194.82,194.82,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,042723jc,3131291402,4/26/2023,4,4,0,0,129.88,129.88,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,052223JC,3134232856,5/23/2023,4,4,0,0,129.88,129.88,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,063023jc,3138629854,7/3/2023,6,6,0,0,194.82,194.82,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,081823jc1,3144093438,8/21/2023,6,6,0,0,194.82,194.82,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,091323jc,3147123474,9/15/2023,4,4,0,0,129.88,129.88,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,101323jc1,3150598275,10/16/2023,6,6,0,0,194.82,194.82,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,103123jc,3152564201,11/1/2023,2,2,0,0,64.94,64.94,32.47
10007248,63693,STERILE WATER INJ BAG SOL 12X1000 ML,264785000,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,110323jc,3153065264,11/6/2023,4,4,0,0,129.88,129.88,32.47
10008690,76257,EMPTY IV PAB MIXG CONTNR BAG 48X150 ML,264905748,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,051123jc,3133133221,5/12/2023,2,2,0,35.39,456.7,492.09,228.35
10008917,77711,KETOROLAC TRO 30 MG-ML SDV 25X1 ML,63323016201,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,2018898,3109685238,10/19/2022,15,15,0,0,298.05,298.05,19.87
10008917,77711,KETOROLAC TROMETH 30 MG-ML SDV 25X1 ML,63323016201,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,120423trays,3165575655,2/22/2024,30,30,0,0,596.7,596.7,19.89
10008917,77711,KETOROLAC TROMETH 30 MG-ML SDV 25X1 ML,63323016201,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,121523jc,3165575656,2/22/2024,30,30,0,0,596.7,596.7,19.89
10008917,77711,KETOROLAC TROMETH 30 MG-ML SDV 25X1 ML,63323016201,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,2018898,3113702478,11/23/2022,4,4,0,0,79.48,79.48,19.87
10008917,77711,KETOROLAC TROMETH 30 MG-ML SDV 25X1 ML,63323016201,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,4622367348,3152159675,10/27/2023,5,5,0,0,99.5,99.5,19.9
10010403,91544,AMIDATE 20 MG SDV 10X10 ML,409669501,100106942,SCRIPPS CTRL PHCY PROD CTR,,032423traysjc1,3129160076,4/6/2023,30,30,0,0,1567.2,1567.2,52.24
10010403,91544,AMIDATE 20 MG SDV 10X10 ML,409669501,100106942,SCRIPPS CTRL PHCY PROD CTR,,2018898,3127755272,3/24/2023,20,20,0,0,1044.8,1044.8,52.24
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,011924jc,3161828439,1/22/2024,6,6,0,58.5,754.8,813.3,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,012924jc,3162849248,1/30/2024,6,6,0,58.49,754.8,813.29,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,021224jcBO,3167019782,3/6/2024,10,9,0,87.75,1132.2,1219.95,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,021224jcBO,3167547767,3/11/2024,10,1,0,9.75,125.8,135.55,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,031224jc,3167771018,3/13/2024,5,5,0,48.75,629,677.75,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,032924jc,3169824954,4/1/2024,6,6,0,58.49,754.8,813.29,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,041224traysjc,3171458906,4/15/2024,6,6,0,58.49,754.8,813.29,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,041624jc,3171847585,4/17/2024,6,6,0,58.49,754.8,813.29,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,11202023,3155027272,11/21/2023,2,2,0,19.51,251.6,271.11,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,120123jc,3156209252,12/4/2023,9,9,0,87.74,1132.2,1219.94,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,12052023,3156546996,12/6/2023,5,5,0,48.75,629,677.75,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,,120723jc,3156914617,12/8/2023,7,7,0,68.25,880.6,948.85,125.8
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,090722jc,3105315871,9/8/2022,2,2,0,7.83,101.02,108.85,50.51
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,091622jc1,3106415830,9/19/2022,6,6,0,23.49,303.06,326.55,50.51
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,09282022DS,3107585280,9/29/2022,3,3,0,11.74,151.53,163.27,50.51
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,100722jc,3108658001,10/10/2022,8,8,0,31.32,404.08,435.4,50.51
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,101422jc,3109400307,10/17/2022,14,14,0,54.8,707.14,761.94,50.51
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,11022022DS,3111373710,11/3/2022,4,4,0,15.66,202.04,217.7,50.51
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,HTPG,12052022,3115067335,12/6/2022,5,5,0,19.57,252.55,272.12,50.51
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,011223jc,3119576367,1/13/2023,20,20,0,132.09,1704.4,1836.49,85.22
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,021723jc,3124050686,2/21/2023,20,20,0,132.1,1704.4,1836.5,85.22
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,041223jc,3129891898,4/13/2023,6,6,0,39.63,511.32,550.95,85.22
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,042723jc,3131291401,4/26/2023,6,6,0,39.62,511.32,550.94,85.22
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,051823jc,3133769016,5/18/2023,8,8,0,52.84,681.76,734.6,85.22
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,052523jc1,3134706766,5/26/2023,4,4,0,26.41,340.88,367.29,85.22
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,061323jc,3136630986,6/14/2023,8,8,0,52.83,681.76,734.59,85.22
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,062623jc,3138019354,6/27/2023,4,4,0,26.42,340.88,367.3,85.22
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,070723jc,3139291455,7/10/2023,4,4,0,26.42,340.88,367.3,85.22
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,083023jc,3145362485,8/31/2023,6,6,0,39.63,511.32,550.95,85.22
10010519,92841,BD LUER LOK TRAY 50ML 120CT,8290309680,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,091023jc,3146595810,9/12/2023,6,6,0,39.63,511.32,550.95,85.22
10011588,105849,BD LUER LOK GRADUATED 50ML 40CT,8290309653,100106942,SCRIPPS CTRL PHCY PROD CTR,,030824jc,3167422768,3/11/2024,12,12,0,25.01,322.68,347.69,26.89
10011588,105849,BD LUER LOK GRADUATED 50ML 40CT,8290309653,100106942,SCRIPPS CTRL PHCY PROD CTR,,031224jc1,3167813550,3/13/2024,5,5,0,10.42,134.45,144.87,26.89
10011588,105849,BD LUER LOK GRADUATED 50ML 40CT,8290309653,100106942,SCRIPPS CTRL PHCY PROD CTR,,031824jc,3168417969,3/19/2024,6,6,0,12.5,161.34,173.84,26.89
10011588,105849,BD LUER LOK GRADUATED 50ML 40CT,8290309653,100106942,SCRIPPS CTRL PHCY PROD CTR,,120723jc,3156914617,12/8/2023,5,5,0,10.42,134.45,144.87,26.89
10011588,105849,BD LUER LOK GRADUATED 50ML 40CT,8290309653,100106942,SCRIPPS CTRL PHCY PROD CTR,INDV,070323jc,3138785053,7/5/2023,12,12,0,14.14,182.4,196.54,15.2
10012322,117604,PROPRANOLOL 1 MG SDV 10X1 ML,63323060401,100106942,SCRIPPS CTRL PHCY PROD CTR,,022723traysjc1,3124884914,2/28/2023,2,2,0,0,186.4,186.4,93.2
